Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
58	NCT02394613	A Phase I Clinical Trial of DARC	Recruiting	No Results Available	Glaucoma|Ocular Hypertension|Glaucoma, Suspect	Drug: ANX776	University College, London|Wellcome Trust	Both	Adult|Senior	Phase 1	28	Other	Interventional	Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	08/0351|2014-002504-25	March 4, 2015	May 2015	November 2015	August 3, 2015	August 2015	No Study Results Posted	null	September 2015	Safety of ANX776 as defined by the number and nature of adverse events|DARC Count	https://ClinicalTrials.gov/show/NCT02394613
59	NCT02151318	Culturing TM Cells From Primary Open-angle Glaucoma Patient Biopsies	Recruiting	No Results Available	Glaucoma		University of South Florida	Both	Adult|Senior		20	Other	Observational	Observational Model: Case-Only	15309	May 21, 2014	December 2014	August 2016	June 25, 2015	June 2015	No Study Results Posted	null	May 2016	Efficacy of new glaucoma medications to reduce TM cellular pathologies associated with the disease glaucoma.|Cultured TM cell toxicity caused by new glaucoma medications	https://ClinicalTrials.gov/show/NCT02151318
60	NCT02466399	POLAT-001 Compared to Latanoprost Ophthalmic Solution in Patients With Ocular Hypertension and Open-angle Glaucoma	Recruiting	No Results Available	Glaucoma	Drug: POLAT-001|Drug: Latanoprost ophthalmic solution	Peregrine Ophthalmic	Both	Adult|Senior	Phase 2	81	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	LipoLat-CS202	May 27, 2015	July 2015	June 2016	October 19, 2015	October 2015	No Study Results Posted	null	June 2016	Mean change from baseline in intraocular pressure	https://ClinicalTrials.gov/show/NCT02466399
61	NCT01906151	IOP Pattern in Primary Angle Closure and Primary Angle Closure Glaucoma Patients, Before and After LPI	Withdrawn	No Results Available	Glaucoma	Device: SENSIMED Triggerfish®	Sensimed AG	Both	Adult|Senior		0	Industry	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	TF-1306	July 19, 2013	January 2014	March 2014	May 12, 2014	May 2014	No Study Results Posted	null	March 2014	To evaluate the differences between the nycthemeral intraocular pressure patterns recorded with Triggerfish during two 24-hour periods, in patients with Primary angle closure and Primary angle closure glaucoma, before and after laser peripheral iridotomy|To assess the nycthemeral intraocular pressure patterns specific to primary angle closure and primary angle closure glaucoma|To assess the effect of laser peripheral iridotomy on diurnal and nocturnal intraocular pressure pattern in primary angle closure and primary angle closure glaucoma	https://ClinicalTrials.gov/show/NCT01906151
62	NCT01845038	Multi-Arm Feasibility Study Evaluating OTX-TP Compared to Timolol in Treatment of Subjects With Open Angle Glaucoma	Completed	No Results Available	Glaucoma	Drug: OTX-TPa ~4µg/day over 2 mos. with natural tears drops|Drug: OTX-TPb ~3µg/day over 3 months with natural tears drops|Drug: Timolol Maleate (0.5%) dosed twice daily with punctum plug without drug	Ocular Therapeutix, Inc.	Both	Adult|Senior	Phase 1	41	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	OTX-12-003	April 18, 2013	April 2013	July 2014	December 2, 2014	December 2014	No Study Results Posted	null	March 2014	Mean IOP change from baseline|Visualization of OTX-TP punctum plug by subject	https://ClinicalTrials.gov/show/NCT01845038
63	NCT02136940	Multiple Dose-parallel-group Study of AMA0076 in Patients With Primary Open-Angle Glaucoma or Ocular Hypertension	Completed	No Results Available	Glaucoma|Ocular Hypertension|Eye Disease	Drug: AMA0076|Drug: Placebo	Amakem, NV	Both	Adult|Senior	Phase 2	103	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	AMA0076-S-202	May 9, 2014	April 2014	December 2014	January 16, 2015	January 2015	No Study Results Posted	null	November 2014	Mean change from baseline in mean diurnal intraocular pressure|Mean, mean change and percent change from baseline in intraocular pressure in both mean diurnal intraocular pressure and intraocular pressure at equivalent diurnal time points.|Compare the safety and tolerability of topically administered AMA0076 compared to vehicle, by evaluation of safety variables	https://ClinicalTrials.gov/show/NCT02136940
64	NCT01895972	A Study Evaluating the Long-Term Safety of Latanoprostene Bunod Ophthalmic Solution 0.024%, in Japanese Subjects With Open-Angle Glaucoma or Ocular Hypertension	Active, not recruiting	No Results Available	Glaucoma|Ocular Hypertension	Drug: Latanoprostene bunod	Bausch & Lomb Incorporated	Both	Adult|Senior	Phase 3	130	Industry	Interventional	Endpoint Classification: Safety Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	811	July 3, 2013	July 2013	May 2015	August 21, 2014	August 2014	No Study Results Posted	JUPITER	April 2015	Intraocular pressure|Incidence of ocular adverse events (AEs)|IOP (Change from baseline)|Systemic AE's	https://ClinicalTrials.gov/show/NCT01895972
65	NCT01994564	Prevalence of Dyschromatopsia in Glaucoma Patients	Withdrawn	No Results Available	Open Angle Glaucoma		Massachusetts Eye and Ear Infirmary	Both	Adult|Senior		0	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	356715-1 Dyschromatopsia	November 19, 2013	November 2012	January 2014	November 19, 2013	July 2012	No Study Results Posted	null	December 2013	Result from Ishihara Test|Glaucoma stage	https://ClinicalTrials.gov/show/NCT01994564
66	NCT02312544	Phase 2b Study Evaluating Safety and Efficacy of OTX-TP Compared to Timolol Drops in the Treatment of Subjects With Open Angle Glaucoma or Ocular Hypertension	Active, not recruiting	No Results Available	Glaucoma|Ocular Hypertension	Drug: OTX-TP|Drug: Timolol	Ocular Therapeutix, Inc.	Both	Adult|Senior	Phase 2	80	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	OTX-13-004	December 4, 2014	November 2014	December 2015	October 6, 2015	October 2015	No Study Results Posted	null	November 2015	Difference in the mean change from baseline average diurnal IOP between treatment groups at the Day 60 Visit|Difference in the mean change from baseline average diurnal IOP between treatment groups at the Day 90 Visit|Difference in the mean change from baseline IOP between treatment groups to each individual time point at the Day 60 and 90 Visits|Difference in mean IOP between treatment groups for the average diurnal IOP and to each individual time point at the Day 60 and 90 Visits|Difference in the mean percent change from baseline IOP between treatment groups for the average diurnal IOP and to each individual time point at the Day 60 and 90 Visits	https://ClinicalTrials.gov/show/NCT02312544
67	NCT01922154	Intravitreous Ranibizumab as Adjunctive Treatment for Trabeculectomy in Neovascular Glaucoma	Completed	No Results Available	Glaucoma, Neovascular	Drug: intravitreal ranibizumab	Siriraj Hospital	Both	Adult|Senior	Phase 4	15	Other	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	NK002	August 4, 2013	February 2009	December 2012	August 13, 2013	August 2013	No Study Results Posted	null	December 2012	The change of intraocular pressure (IOP)|The safety of intravitreal ranibizumab (IVR)	https://ClinicalTrials.gov/show/NCT01922154
68	NCT02338362	Inhaled Corticosteroids: Effect on Intraocular Pressure in Patients With Controlled Glaucoma	Completed	No Results Available	Ocular Hypertension|Glaucoma, Open-Angle	Drug: Fluticasone propionate inhaler|Drug: Saline placebo inhaler	University Health Network, Toronto	Both	Adult|Senior	Phase 4	22	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	13-6069-A	December 2, 2014	September 2014	February 2015	March 9, 2015	March 2015	No Study Results Posted	null	February 2015	Change in intraocular pressure|Change in visual acuity|Changes in external examination	https://ClinicalTrials.gov/show/NCT02338362
69	NCT02396316	Japanese Phase 3 Study of Aflibercept in Neovascular Glaucoma Patients	Recruiting	No Results Available	Glaucoma, Neovascular	Drug: Aflibercept (Eylea, BAY 86-5321)|Drug: Sham Injection	Bayer|Regeneron Pharmaceuticals	Both	Adult|Senior	Phase 3	54	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	17584	March 18, 2015	April 2015	June 2016	October 14, 2015	October 2015	No Study Results Posted	VEGA	June 2016	Change in Intraocular pressure (IOP) from baseline to pre-dose at Week 1|Proportions of subjects who have improved Neovascularization of the iris (NVI) grade from baseline to Week 1	https://ClinicalTrials.gov/show/NCT02396316
70	NCT02512042	Bioequivalence Study With Clinical Endpoint Comparing Brinzolamide 1% Ophthalmic Suspension to Azopt® 1% Ophthalmic Suspension In the Treatment of Chronic Open Angle Glaucoma or Ocular Hypertension in Both Eyes	Recruiting	No Results Available	Glaucoma	Drug: Test-Brinzolamide 1% Ophthalmic suspension|Drug: Reference-Brinzolamide 1% Ophthalmic suspension	Actavis Inc.	Both	Adult|Senior	Phase 3	950	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Bio-equivalence Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	WAT/BNZL/2014	July 23, 2015	April 2015	January 2016	July 29, 2015	July 2015	No Study Results Posted	null	January 2016	mean difference in intraocular pressure (IOP) of both eyes between the two treatment groups at four time points	https://ClinicalTrials.gov/show/NCT02512042
71	NCT02548676	Optical Angiography in Glaucoma	Recruiting	No Results Available	Glaucoma	Device: Optical angiography based on OCT	Medical University of Vienna	Both	Adult|Senior		60	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	OPHT - 110414	September 4, 2015	April 2014	December 2017	September 10, 2015	September 2015	No Study Results Posted	null	September 2017	Retinal vessel diameter as extracted from the angiograms|Systemic hemodynamics (Blood pressure)|Intraocular pressure|pulse	https://ClinicalTrials.gov/show/NCT02548676
72	NCT02375009	Glaucoma Management in the African-Derived Developing World Using Trabeculoplasty	Not yet recruiting	No Results Available	Glaucoma	Procedure: Selective laser trabeculoplasty	West Virginia University	Both	Adult|Senior		120	Other	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	1411505682	January 26, 2015	March 2015	March 2020	February 23, 2015	February 2015	No Study Results Posted	null	March 2020	Probability of 12-month success (Proportion of subjects with 20% or greater IOP reduction 12 months following SLT)|Repeat probability of 12-month success (Proportion of subjects with 20% or greater IOP reduction from baseline 12 months after repeat SLT)|Generalizability of IOP-lowering efficacy to populations other than St. Lucia (significance of a site term in a predictive model of IOP reduction)|Median survival time following initial SLT (Time from initial SLT to when 50% of subjects no longer manifest a 20% or greater reduction in IOP from baseline)|Mean IOP reduction (Descriptive analysis of mean (+/- SD) IOP reductions from baseline)	https://ClinicalTrials.gov/show/NCT02375009
73	NCT02090777	Health Coaching for Glaucoma Patients	Completed	No Results Available	Glaucoma	Behavioral: Health Coach	Duke University	Both	Adult|Senior		9	Other	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Health Services Research|Masking: Open Label	Pro00052498	March 14, 2014	May 2014	April 2015	May 21, 2015	October 2014	No Study Results Posted	null	April 2015	Glaucoma medication adherence	https://ClinicalTrials.gov/show/NCT02090777
74	NCT02448875	Clinical Evaluation of Visco-Assisted CyPass Micro-Stent Implantation in Patients With Open Angle Glaucoma	Recruiting	No Results Available	Open Angle Glaucoma	Device: CyPass Micro-Stent|Device: CyPass Micro-Stent + 60 ul viscoelastic	Transcend Medical, Inc.	Both	Adult|Senior		150	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	TMI-13-01	May 12, 2015	April 2015	April 2017	May 26, 2015	May 2015	No Study Results Posted	ViscoPass	April 2017	Proportion of eyes with => 20% decrease in IOP without use of ocular hypotensive medication|Device-related ocular adverse events|Mean change in unmedicated IOP from baseline|Proportion of eyes using ocular hypotensive medication|Mean number of topical IOP-lowering medications used	https://ClinicalTrials.gov/show/NCT02448875
75	NCT02371746	A Parallel-Arm, Randomized, Dose-Ranging Study of ENV515 Travoprost Extended-Release (XR) in Subjects With Bilateral Ocular Hypertension or Early Primary Open-Angle Glaucoma	Recruiting	No Results Available	Glaucoma and Ocular Hypertension	Drug: ENV515 Travoprost XR|Drug: TRAVATAN Z	Envisia Therapeutics	Both	Adult|Senior	Phase 2	20	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	ENV515-01	February 20, 2015	February 2015	September 2015	February 20, 2015	February 2015	No Study Results Posted	null	September 2015	Change from Baseline in Intraocular Pressure (IOP) in the Study Eye|IOP in the Study Eye	https://ClinicalTrials.gov/show/NCT02371746
76	NCT02512133	MIGS VS SLT Comparison in Glaucoma Patients	Active, not recruiting	No Results Available	Glaucoma	Device: MIGS Hydrus Ivantis|Procedure: 360 degrees SLT	University of Turin, Italy|University of Siena	Both	Adult|Senior	Phase 3	56	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	1	July 19, 2015	February 2012	July 2017	July 29, 2015	July 2015	No Study Results Posted	null	April 2014	change in the intraocular pressure compared to baseline|change in the number of glaucoma medications compared to baseline	https://ClinicalTrials.gov/show/NCT02512133
77	NCT01943721	A Study of the VISION5 Product in Patients With Glaucoma or Ocular Hypertension	Completed	No Results Available	Ocular Hypertension|Primary Open Angle Glaucoma	Drug: VISION5 Product	ForSight Vision5, Inc.	Both	Adult|Senior	Phase 1	14	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Prevention|Masking: Open Label	ForSight VISION5 Study 504	September 10, 2013	October 2013	June 2014	December 15, 2014	December 2014	No Study Results Posted	null	June 2014	Ocular Tonometry (change from baseline)|Safety as assessed by Slit Lamp Exam	https://ClinicalTrials.gov/show/NCT01943721
78	NCT02014142	Comparison of Latanoprost PPDS With Timolol Maleate GFS in Subjects With Ocular Hypertension or Open-Angle Glaucoma	Recruiting	No Results Available	Ocular Hypertension|Open-Angle Glaucoma	Drug: Latanoprost Punctal Plug Delivery System (L-PPDS)	Mati Therapeutics Inc.	Both	Adult|Senior	Phase 2	120	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	PPL GLAU M1	December 12, 2013	December 2013	null	August 24, 2015	June 2015	No Study Results Posted	null	December 2015	IOP change from baseline and the primary analysis time point will be the IOP assessment at Week 12	https://ClinicalTrials.gov/show/NCT02014142
79	NCT01799707	Vision Restoration Training in Glaucoma	Active, not recruiting	No Results Available	Glaucoma	Behavioral: vision restoration training|Behavioral: Discrimination Training	University of Magdeburg	Both	Adult|Senior	Phase 2	30	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	VRT 03-2003	February 21, 2013	July 2004	March 2013	February 26, 2013	February 2013	No Study Results Posted	VRT-G	August 2007	Detection accuracy change in percent over baseline of the visual field|change in visual stimulus perimetric detection rate|improvement of reaction time	https://ClinicalTrials.gov/show/NCT01799707
80	NCT02330978	Intravitreal Mesenchymal Stem Cell Transplantation in Advanced Glaucoma.	Recruiting	No Results Available	Retinal Degeneration|Primary Open-angle Glaucoma	Procedure: Intravitreal transplantation of mesenchymal stem cell|Biological: Culture and isolation of autologous bone-marrow mesenchymal stem cells	University of Sao Paulo|Conselho Nacional de Desenvolvimento Científico e Tecnológico	Both	Adult|Senior	Phase 1	10	Other	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	HCRP 14151/2010	December 31, 2014	January 2014	December 2016	December 31, 2014	December 2014	No Study Results Posted	null	August 2016	Type and severity of adverse effects (AE) and adverse reactions (AR)|Changes in visual acuity|Changes in visual field|Changes in optical coherence tomography parameters related to glaucoma|Changes in retinal ganglion cells function by ERG	https://ClinicalTrials.gov/show/NCT02330978
81	NCT02085850	Incidence and Progression of Glaucoma in the Tema Eye Survey Cohort	Enrolling by invitation	No Results Available	Glaucoma		Tema Christian Eye Center	Both	Adult|Senior		1375	Other	Observational	Observational Model: Cohort|Time Perspective: Cross-Sectional	TCEC 066/13-14	March 11, 2014	March 2014	March 2016	March 11, 2014	March 2014	No Study Results Posted	null	March 2016	Incidence of Glaucoma|Progression of Glaucoma	https://ClinicalTrials.gov/show/NCT02085850
82	NCT01936389	A Prospective Study to Assess the Hypotensive Efficacy of Rho-Kinase Inhibitor AR-12286 Ophthalmic Solution 0.5% and 0.7% in Patients With Exfoliation Syndrome and Ocular Hypertension or Glaucoma	Completed	Has Results	Exfoliation Syndrome|Ocular Hypertension|Open Angle Glaucoma	Drug: AR-12286	Glaucoma Associates of New York	Both	Adult|Senior	Phase 2	10	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	12286	August 28, 2013	September 2013	October 2014	April 23, 2015	April 2015	October 10, 2014	ROCK	October 2014	Evaluate the Ocular Hypotensive Efficacy of Rho Kinase Inhibitor (AR-12286 0.5% and 0.7%)	https://ClinicalTrials.gov/show/NCT01936389
83	NCT02347670	Comparison Study of Glaucoma Eye Care Follow-Up Adherence in a High Risk Population	Enrolling by invitation	No Results Available	Glaucoma	Behavioral: Efficacy-patient navigator to improve follow-up adherence|Behavioral: Office-Based Usual Care	Wills Eye|Partridge Foundation	Both	Adult|Senior		250	Other	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Primary Purpose: Health Services Research|Masking: Open Label	IRB#14-380	December 5, 2014	August 2014	December 2015	January 21, 2015	January 2015	No Study Results Posted	null	June 2015	Efficacy of Patient Navigator in a community setting or office based setting or usual care|Differences between rates of follow-up adherence; Community Groups (1-Main v.s Group 1-Randomized).|Effectiveness of the patient navigator intervention on long-term patterns of follow-up.	https://ClinicalTrials.gov/show/NCT02347670
84	NCT02339584	Efficacy and Safety of Brinzolamide/Brimonidine Fixed Combination BID Compared to Brinzolamide BID Plus Brimonidine BID in Subjects With Open-Angle Glaucoma (OAG) or Ocular Hypertension (OHT)	Recruiting	No Results Available	Open-Angle Glaucoma|Ocular Hypertension	Drug: Brinzolamide 10 mg/mL / Brimonidine 2 mg/mL fixed combination eye drops, suspension|Drug: Brinzolamide 10 mg/mL eye drops, suspension|Drug: Brimonidine 2 mg/mL eye drops, solution|Drug: Vehicle	Alcon Research	Both	Adult|Senior	Phase 3	376	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	C-13-013	January 13, 2015	April 2015	July 2016	September 25, 2015	September 2015	No Study Results Posted	null	July 2016	Mean diurnal IOP change from baseline at Month 3	https://ClinicalTrials.gov/show/NCT02339584
85	NCT02526693	Is the RAPDx Pupillograph Able to Distinguish Between Glaucoma Subjects and Healthy Subjects?	Completed	No Results Available	Glaucoma	Device: RAPDx Pupillography	Wills Eye	Both	Adult|Senior		100	Other	Interventional	Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Diagnostic|Masking: Open Label	14-400E	August 6, 2015	June 2014	August 2015	August 14, 2015	August 2015	No Study Results Posted	null	August 2015	Response Amplitude Asymmetry|Response Latency Asymmetry|Duration of Maximum Constriction Asymmetry	https://ClinicalTrials.gov/show/NCT02526693
86	NCT02247284	Reproducibility of RNFL and ONH Measurements in OAG With Heidelberg Spectralis SD-OCT Glaucoma Module Premium Edition	Recruiting	No Results Available	Primary Open Angle Glaucoma	Device: RNFL and BMO-MRW SD-OCT	University of Zurich	Both	Adult|Senior		50	Other	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Diagnostic|Masking: Open Label	Glaucoma-Premium-OCT	September 16, 2014	March 2015	September 2015	April 29, 2015	April 2015	No Study Results Posted	null	September 2015	Retinal nerve fiber layer thickness (RNFL)|Bruch's membrane opening-based minimum rim width (BMO-MRW)|Coefficient of variations (COV) of RNFL and BMO-MRW|Intra-class-correlations (ICC) of RNFL and BMO-MRW	https://ClinicalTrials.gov/show/NCT02247284
87	NCT02141594	Posterior Pole Asymmetry Analysis (PPAA) for Early Glaucoma	Completed	No Results Available	Glaucoma		Dr T V Patel Eye Institute	Both	Adult|Senior		156	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	OCT PPAA in early glaucoma	May 14, 2014	August 2013	March 2014	May 16, 2014	May 2014	No Study Results Posted	PPAA	March 2014	Area under curve for all the diagnostic parameters of optical coherence tomography	https://ClinicalTrials.gov/show/NCT02141594
88	NCT02152774	A Study to Assess the Effect of Rho-Kinase Inhibitor AR-12286 Ophthalmic Solution 0.5% and 0.7% in Patients With Chronic Angle-closure Glaucoma	Active, not recruiting	No Results Available	Chronic Angle-closure Glaucoma	Drug: Rho-Kinase Inhibitor	New York Glaucoma Research Institute	Both	Adult|Senior	Phase 2	10	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	14.12	May 23, 2014	May 2014	null	April 23, 2015	April 2015	No Study Results Posted	ROCK - CACG	February 2015	Long Lasting effect of study drug to reduce IOP|Secondary Outcome	https://ClinicalTrials.gov/show/NCT02152774
89	NCT02379208	Evaluation of Rate of Progression With Perimetry in Newly Diagnosed Open Angle Glaucoma	Enrolling by invitation	No Results Available	Glaucoma, Open-Angle|Ocular Hypertension		Turku University Hospital	Both	Adult|Senior		60	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	T58/2012	February 3, 2015	April 2015	May 2020	February 26, 2015	February 2015	No Study Results Posted	null	December 2019	Change in mean defect in Octopus perimetry|Change in VF-7- instrument score|Change in 15D-instrument score|Differences in visual field defects between Octopus, frequency doubling technology, RareBit-perimeters	https://ClinicalTrials.gov/show/NCT02379208
90	NCT01915680	Intraocular Pressure Fluctuation in Patients With Glaucoma and in Healthy Patients During Standard Yoga Positions	Completed	No Results Available	Glaucoma|Intraocular Pressure		Glaucoma Associates of New York	Both	Adult|Senior		20	Other	Observational	Observational Model: Case Control|Time Perspective: Cross-Sectional	NYGRI Yoga Study 13.04	July 12, 2013	June 2013	September 2013	December 23, 2013	December 2013	No Study Results Posted	null	August 2013	Change in Intraocular Pressure	https://ClinicalTrials.gov/show/NCT01915680
91	NCT02531152	28-Day Repeated Topical Study to Evaluate the Safety and Activity of 5 Escalating Dose Levels of SAR366234 and One Dose of Latanoprost in Patients With Open Angle Glaucoma or Ocular Hypertension	Recruiting	No Results Available	Open Angle Glaucoma -Ocular Hypertension	Drug: Latanoprost|Drug: SAR366234	Sanofi	Both	Adult|Senior	Phase 1	75	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	TDR13459|U1111-1153-3544	August 20, 2015	August 2015	May 2016	October 8, 2015	October 2015	No Study Results Posted	null	May 2016	Number of adverse events (including local tolerance and ophthalmological examinations)|Assessment of IOP using Goldman applanation tonometry	https://ClinicalTrials.gov/show/NCT02531152
92	NCT01864642	Effects of a Single OMT on Intraocular Pressure (IOP) in Ocular Hypertenive or Glaucoma Suspect Subjects	Completed	No Results Available	Ocular Hypertension|Glaucoma	Procedure: osteopathic manipulative treatment (OMT)|Procedure: osteopathic manipulative treatment (OMT)	University of Wisconsin, Madison	Both	Adult|Senior		28	Other	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Single Blind (Outcomes Assessor)	UW IRB 2012-1102	May 20, 2013	July 2013	June 2014	August 14, 2014	August 2014	No Study Results Posted	OMT4OHT	May 2014	Intraocular pressure (IOP)|pupillometry	https://ClinicalTrials.gov/show/NCT01864642
93	NCT02031380	iDropper Usability in Glaucoma	Recruiting	No Results Available	Glaucoma, Open-Angle [C11.525.381.407]	Device: Open angle glaucoma - iDropper device	Care Team Solutions|National Eye Institute (NEI)	Both	Adult|Senior	Phase 1	22	Industry|NIH	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Supportive Care|Masking: Open Label	1R43EY023122-01A1-1|1R43EY023122-01A1	January 7, 2014	April 2014	June 2015	February 2, 2015	February 2015	No Study Results Posted	null	June 2015	Usability questionnaire|Satisfaction questionnaire	https://ClinicalTrials.gov/show/NCT02031380
94	NCT02102750	A Study to Evaluate Pharmacokinetics of Tafluprost Ophthalmic Solution (0.0015%) in Pediatric Patients With Glaucoma or Ocular Hypertension	Active, not recruiting	No Results Available	Glaucoma|Ocular Hypertension	Drug: Preservative free tafluprost opthalmic solution	Santen Oy	Both	Child	Phase 1	18	Industry	Interventional	Endpoint Classification: Pharmacokinetics Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	201350|2013-004302-26	March 31, 2014	June 2014	December 2016	September 2, 2015	September 2015	No Study Results Posted	null	December 2016	Plasma concentration of tafluprost acid.	https://ClinicalTrials.gov/show/NCT02102750
95	NCT02174991	A Compassionate Case Study to Assess the Hypotensive Efficacy of Rho-Kinase Inhibitor AR-12286 Ophthalmic Solution 0.5% and 0.7% in Glaucoma Patients With Uncontrolled Intraocular Pressure to Avoid Surgical Intervention	Active, not recruiting	No Results Available	Glaucoma	Drug: Rho-Kinase Inhibitor (AR-12286)	New York Glaucoma Research Institute	Both	Child|Adult|Senior	Phase 2	10	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Double Blind (Subject, Investigator)	14.15	June 17, 2014	June 2014	null	April 23, 2015	April 2015	No Study Results Posted	null	February 2015	IOP Reduction|Tolerance and Lasting IOP Effect	https://ClinicalTrials.gov/show/NCT02174991
96	NCT02209961	Combined Ex-PRESS Implantation Alone or With Phacoemulsification for Glaucoma Associated With Cataract	Enrolling by invitation	No Results Available	Glaucoma and Ocular Hypertension		Hillel Yaffe Medical Center	Both	Adult|Senior		100	Other	Observational	Observational Model: Cohort|Time Perspective: Prospective	0054-13	March 19, 2014	March 2014	June 2016	August 5, 2014	August 2014	No Study Results Posted	null	June 2015	Intraocular pressure change in Ex-PRESS shunt implantation alone or combined cataract and glaucoma surgery in patients with medically uncontrolled glaucoma and cataract .	https://ClinicalTrials.gov/show/NCT02209961
97	NCT02522039	Pupillary Response After Glaucoma Medication	Completed	No Results Available	Drug Effect (Glaucoma Drugs)	Drug: Latanoprost|Drug: Timolol|Drug: Dorzolamide	Glostrup University Hospital, Copenhagen	Both	Adult		21	Other	Interventional	Allocation: Randomized|Endpoint Classification: Pharmacokinetics Study|Intervention Model: Crossover Assignment|Primary Purpose: Basic Science|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	GlostrupUH	November 14, 2014	May 2014	November 2014	August 11, 2015	August 2015	No Study Results Posted	pupil	November 2014	pupillary constriction measured as the post-illimination pupillay response (PIPR)	https://ClinicalTrials.gov/show/NCT02522039
