Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
40	NCT01778998	Impact of Incision Size and Architecture on Wound Stability and Astigmatism in Cataract Surgery: an Exploratory Study	Completed	No Results Available	Cataract	Procedure: MICS-group|Procedure: SICS-group|Procedure: SICS pre-cut|Procedure: SICS stab-incision	Vienna Institute for Research in Ocular Surgery	Both	Adult|Senior		68	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Basic Science|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	INCISIONS	January 25, 2013	February 2012	September 2013	February 7, 2014	February 2014	No Study Results Posted	INCISIONS	September 2013	o Correlation between a wound architecture score (developed during the study) and the post-operative astigmatism for the "MICS", the "SICS", the "SICS pre-cut" and the "SICS stab-incision" group	https://ClinicalTrials.gov/show/NCT01778998
41	NCT01996839	Loteprednol Ophthalmic Gel for the Treatment of Ocular Inflammation and Pain Following Cataract Surgery	Completed	No Results Available	Inflammation|Pain|Cataract	Drug: Loteprednol Etabonate Gel (BID)|Drug: Loteprednol Etabonate Gel (TID)|Drug: Vehicle (BID)|Drug: Vehicle (TID)	Bausch & Lomb Incorporated	Both	Adult|Senior	Phase 3	514	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	842	November 22, 2013	December 2013	July 2014	July 23, 2014	July 2014	No Study Results Posted	null	May 2014	Resolution of AC Cells|Pain|Resolution of AC cells|Resolution of AC Flare|Resolution of AC Cells and Flare	https://ClinicalTrials.gov/show/NCT01996839
42	NCT02523950	Staged and Combined Surgery for Cataract Patients With Corneal Endothelial Dysfunction	Recruiting	No Results Available	Cataract|Corneal Endothelial Keratopathy|Phacoemulfisication+IOL Implantation|Endothelial Keratopathy	Procedure: Staged phacoemulsification and DMEK|Procedure: Combined phacoemulsification and DMEK|Device: Intraocular lens (IOL) implantation	Haotian Lin|Sun Yat-sen University	Both	Adult|Senior		100	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	2015MEKY047	July 7, 2015	March 2015	December 2017	August 12, 2015	August 2015	No Study Results Posted	null	July 2017	Change from baseline in visual acuity measured by Snellen chart|Change from baseline in central corneal thickness measured by anterior segment OCT|Change from baseline in endothelial cell density measured by corneal specular microscopy|Change from baseline in endothelial graft attachment measured by anterior segment OCT|Change from baseline in corneal transparency measured by slit-lamp microscopy	https://ClinicalTrials.gov/show/NCT02523950
43	NCT02547623	Study to Evaluate the Safety for the Treatment of Inflammation Associated With Cataract Surgery	Not yet recruiting	No Results Available	Cataract	Drug: Dexamethasone|Drug: Prednisolone	ICON Bioscience Inc	Both	Adult|Senior	Phase 3	180	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	C15-01	September 9, 2015	October 2015	December 2015	September 10, 2015	September 2015	No Study Results Posted	null	December 2015	Endothelial cell count as measured by specular microscopy	https://ClinicalTrials.gov/show/NCT02547623
44	NCT02208297	Loteprednol Etabonate Ophthalmic Gel for the Treatment of Ocular Inflammation and Pain Following Cataract Surgery	Completed	No Results Available	Inflammation|Pain|Cataract	Drug: Loteprednol Etabonate Gel (BID)|Drug: Vehicle Gel (BID)	Bausch & Lomb Incorporated	Both	Adult|Senior	Phase 3	322	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	843	August 1, 2014	September 2014	March 2015	August 4, 2015	March 2015	No Study Results Posted	null	March 2015	Resolution of AC Cells|Pain|Resolution of AC Flare|Resolution of AC Cells and Flare|Change of AC Cells and Flare|Treatment Failures	https://ClinicalTrials.gov/show/NCT02208297
45	NCT02067429	Limbal Relaxing Incision Versus Toric Intraocular Lens for Corneal Astigmatism During Cataract Surgery.	Recruiting	No Results Available	Astigmatism|Cataract	Procedure: Limbal Relaxing Incisions|Device: Toric Intraocular Lens	Christin Henein|Rayner Intraocular Lenses Limited|Sussex Eye Hospital	Both	Adult|Senior		80	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Outcomes Assessor)	RCT135670	February 17, 2014	June 2014	null	November 27, 2014	November 2014	No Study Results Posted	null	December 2015	Unaided distance LogMAR visual acuity (UDVA)	https://ClinicalTrials.gov/show/NCT02067429
46	NCT02567565	Evaluation of Tear Film Lipid Layer Thickness Change After Cataract Surgery	Completed	No Results Available	Cataract Patients	Other: LipiView	Yonsei University	Both	Adult|Senior		60	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	4-2015-0225	October 1, 2015	May 2015	October 2015	October 1, 2015	October 2015	No Study Results Posted	null	October 2015	tear film lipid layer thickness	https://ClinicalTrials.gov/show/NCT02567565
47	NCT02235272	Efficacy and Safety of XG-102 in Reduction of Post-cataract Surgery Intraocular Inflammation	Active, not recruiting	No Results Available	Inflammation|Pain|Cataract	Drug: XG-102|Drug: Placebo	Xigen SA	Both	Adult|Senior	Phase 3	300	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	SDD-1002-064	September 5, 2014	September 2014	July 2015	April 23, 2015	April 2015	No Study Results Posted	null	July 2015	Absence of anterior chamber cells for the 900µg XG-102 sub-conjunctival injection compared to vehicle|Absence of pain for the 900µg XG-102 compared to vehicle|Use of rescue medication	https://ClinicalTrials.gov/show/NCT02235272
48	NCT02508337	Efficacy and Safety of XG-102 in Reduction of Post-cataract Surgery Intraocular Inflammation and Pain	Recruiting	No Results Available	Inflammation|Pain|Cataract	Drug: XG-102|Drug: Placebo	Xigen SA	Both	Adult|Senior	Phase 3	300	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	SDD-1002-065	July 20, 2015	July 2015	January 2016	July 22, 2015	July 2015	No Study Results Posted	null	January 2016	Absence of anterior chamber cells|Pain scores as measured by the visual analog scale|Use of rescue medication|Number of patients with adverse events	https://ClinicalTrials.gov/show/NCT02508337
49	NCT02403206	Femtosecond Laser Assisted Cataract Surgery in Intumescent Cataracts	Recruiting	No Results Available	Intumescent Cataract	Device: Femtosecond laser|Procedure: Continuous Curvilinear Capsulorhexis	Alcon Research	Both	Adult|Senior		425	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	CTW860-P001	March 26, 2015	March 2015	May 2016	September 25, 2015	September 2015	No Study Results Posted	null	May 2016	Percentage of capsular tears (anterior or posterior) during surgery|Operating time in the eye to complete entire cataract procedure	https://ClinicalTrials.gov/show/NCT02403206
50	NCT02329743	Efficacy and Safety of RX-10045 Ophthalmic Solution for Ocular Inflammation and Pain in Cataract Surgery	Recruiting	No Results Available	Inflammation|Pain|Cataract	Drug: RX-10045	A.T. Resolve SARL	Both	Adult|Senior	Phase 2	225	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	ATR-45-1401	December 23, 2014	December 2014	July 2015	April 9, 2015	April 2015	No Study Results Posted	null	June 2015	Proportion of subjects with clearing of anterior inflammation|Proportion of subjects reporting no ocular pain	https://ClinicalTrials.gov/show/NCT02329743
51	NCT01859702	Pharmacokinetic Evaluation of Moxifloxacin in Vigadexa® in Aqueous Humor Samples Following Preoperative Antibiotic/Steroid Dosing in Cataract Surgery Patients	Completed	Has Results	Cataract	Drug: Moxifloxacin 0.5%/Dexamethasone 0.1% ophthalmic solution	Alcon Research	Both	Adult|Senior	Phase 4	36	Industry	Interventional	Endpoint Classification: Pharmacokinetics Study|Intervention Model: Single Group Assignment|Primary Purpose: Basic Science|Masking: Open Label	RDG-11-235	May 20, 2013	April 2012	August 2012	June 6, 2013	June 2013	June 6, 2013	null	August 2012	Mean Aqueous Humor Concentration of Moxifloxacin	https://ClinicalTrials.gov/show/NCT01859702
52	NCT01898728	Comparison of the Effectiveness of Povidone-iodine in Reducing Conjunctival Bacterial Load Prior to Cataract Surgery in Patients Treated With a Lidocaine Gel Dilating Formulation Versus Eye Drops: A Randomized Controlled Trial	Active, not recruiting	No Results Available	Cataracts	Drug: topical povidone-iodine after premedication with topical liquid eye drops|Drug: topical povidone-iodine after premedication with topical gel	McMaster University	Both	Adult|Senior		104	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Investigator, Outcomes Assessor)	Lidocaine gel vs drops	July 7, 2013	December 2012	null	July 10, 2013	July 2013	No Study Results Posted	null	July 2013	The number of Colony Forming Units (CFUs)	https://ClinicalTrials.gov/show/NCT01898728
53	NCT02573610	Study of DE-108 Ophthalmic Solution in Patients Who Are Scheduled for Cataract Surgery	Recruiting	No Results Available	Cataract Surgery	Drug: DE-108|Drug: Levofloxacin 0.5%	Santen Pharmaceutical Co., Ltd.	Both	Adult|Senior	Phase 3	430	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	DE-108	October 7, 2015	September 2015	null	October 9, 2015	October 2015	No Study Results Posted	null	September 2016	Change in the percentage of positive bacteriological test results (from Day -3 to Day 0)	https://ClinicalTrials.gov/show/NCT02573610
54	NCT02040129	Reduction of Corneal Astigmatism With Toric Intraocular Lens Implantation in Congenital Cataract	Completed	No Results Available	Congenital Cataract	Device: Acrysof Toric IOL	Kyungpook National University	Both	Child		4	Other	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	KNUH2014-01	January 16, 2014	January 2009	November 2009	January 16, 2014	January 2014	No Study Results Posted	null	January 2009	Change from baseline in astigmatism after cataract surgery at 24 months|Change from baseline in quality of vision after cataract surgery at 24 months.	https://ClinicalTrials.gov/show/NCT02040129
55	NCT02490267	Quality of Life in Children Glaucoma and Cataract	Recruiting	No Results Available	Paediatrics With Cataracts|Paediatrics With Glaucoma	Other: Quality of Life questionnaire	Moorfields Eye Hospital NHS Foundation Trust	Both	Child		200	Other	Observational	Observational Model: Case Control|Time Perspective: Prospective	DALA1020	June 25, 2015	June 2014	July 2015	July 7, 2015	June 2015	No Study Results Posted	null	July 2015	Incidence of babies requiring treatment for retinopathy of prematurity in the UK.|Demographic characteristics of babies that need treatment,|Outcome of the treatment at 1 year follow up: anatomical and functional|Type of treatment administered	https://ClinicalTrials.gov/show/NCT02490267
56	NCT01982006	Economic Evaluation of Femtosecond Laser Assisted Cataract Surgery	Recruiting	No Results Available	Cataract	Procedure: Cataract surgery with Phacoemulsification|Device: Femtosecond laser-assisted cataract surgery	University Hospital, Bordeaux	Both	Adult|Senior	Phase 3	1050	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	CHUBX 2012/23	October 21, 2013	October 2013	April 2016	January 12, 2015	January 2015	No Study Results Posted	FEMCAT	July 2015	Incremental Cost/effectiveness ratio defined as cost per incremental therapeutic success.|Quality of life|Learning curve of the femtosecond laser-assisted cataract surgery|Overall costs of cataract surgery in both arms from the hospital perspective|Incremental cost - Utility ratio defined as incremental Cost/QALY (Quality Adjusted Life Year) for healthcare insurance in both arms|No severe intraoperative or postoperative complications|Best Corrected Visual Acuity of 0 LogMAR|Refractive error inferior or equal to 0.75 diopter|Corneal surgically-induced astigmatism inferior or equal to 0.5 diopter and a postoperative change of astigmatism axis inferior or equal to 20°	https://ClinicalTrials.gov/show/NCT01982006
57	NCT01818037	Long-term Postoperative Outcomes After Bilateral Congenital Cataract Surgery in Eyes With Microphthalmos	Completed	No Results Available	Microphthalmos With Congenital Cataracts	Procedure: Cataract surgery	Iladevi Cataract and IOL Research Center	Both	Child		36	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	13-002	March 21, 2013	January 2003	March 2013	March 25, 2013	March 2013	No Study Results Posted	null	March 2013	Glaucoma following cataract surgery|Posterior synechiae|visual axis obscuration|axial length rate of growth|central corneal thickness|visual acuity	https://ClinicalTrials.gov/show/NCT01818037
58	NCT02006888	The Efficacy and Safety of IBI-10090 for the Treatment of Inflammation Associated With Cataract Surgery	Completed	No Results Available	Inflammation|Cataracts	Drug: IBI-10090|Drug: Placebo	ICON Bioscience Inc	Both	Adult|Senior	Phase 3	394	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	C13-04	December 5, 2013	January 2014	October 2014	March 23, 2015	March 2015	No Study Results Posted	null	October 2014	The primary efficacy outcome is anterior chamber cell clearing (ACC = 0) in the study eye at Day 8.	https://ClinicalTrials.gov/show/NCT02006888
59	NCT02434250	Selective Laser Trabeculoplasty After Failed Phacoemulsification With Eximer Laser Trabeculectomy	Not yet recruiting	No Results Available	Open Angle Glaucoma|Ocular Hypertension|Cataract	Procedure: Selective Laser Trabeculoplasty	University of Zurich	Both	Adult|Senior		800	Other	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	SLT after Phaco-ELT	January 29, 2015	May 2015	December 2016	April 29, 2015	April 2015	No Study Results Posted	SLT	December 2016	Efficacy as measured by decrease in intraocular pressure from baseline|Efficacy as measured by decrease in number of used hypotensive medications|Efficacy as increase in best corrected visual acuity	https://ClinicalTrials.gov/show/NCT02434250
60	NCT02571556	OPEN-LABEL, MULTI-CENTER, PHASE 1b/2a CLINICAL TRIAL DESIGNED TO EVALUATE THE SAFETY AND EFFICACY OF IONTOPHORETIC DEXAMETHASONE PHOSPHATE OPHTHALMIC SOLUTION IN PATIENTS HAVING UNDERGONE CATARACT SURGERY WITH IMPLANTATION OF A POSTERIOR CHAMBER INTRAOCULAR LENS (IOL)	Not yet recruiting	No Results Available	Patients Having Undergone Unilateral Cataract Extraction and Implantation of a Monofocal	Drug: Experimental: Dexamethasone Phosphate Ophthalmic solution (40 mg/mL) delivered by ocular iontophoresis consisting of 4.0 mA-min at 1.5 mA	Eyegate Pharmaceuticals, Inc.	Both	Adult|Senior	Phase 1|Phase 2	20	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	EGP-437-008	October 6, 2015	November 2015	March 2016	October 6, 2015	October 2015	No Study Results Posted	null	January 2016	The proportion of subjects with an anterior chamber cell count of zero on Day 14|The proportion of subjects with a pain score of zero on Day 7	https://ClinicalTrials.gov/show/NCT02571556
61	NCT02561104	Resident-Performed Laser-Assisted vs Manual Traditional Phacoemulsification Cataract Surgery	Not yet recruiting	No Results Available	Incipient Cataract|Senile Nuclear Sclerosis	Procedure: Laser-assisted cataract surgery.|Procedure: Traditional manual phacoemulsification	University of Texas Southwestern Medical Center	Both	Adult|Senior		180	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	STU 092014-020	September 24, 2015	September 2015	January 2017	September 24, 2015	August 2015	No Study Results Posted	null	August 2016	Complication rates|Visual Acuity|Patient benefit perception|Corneal Endothelial Cell Count (ECC)|Lens removal time	https://ClinicalTrials.gov/show/NCT02561104
62	NCT01848288	Intra-Operative Metrics With CENTURION® and INFINITI® Vision Systems	Completed	Has Results	Cataract	Device: CENTURION® Vision System (CVS)|Device: INFINITI® Vision System (IVS)	Alcon Research	Both	Adult|Senior		112	Industry	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Masking: Single Blind (Subject)	M-13-006	May 1, 2013	July 2013	February 2014	March 18, 2015	March 2015	February 27, 2015	null	February 2014	Cumulative Dissipated Energy|Aspiration (ASP) Fluid Used|Aspiration Time	https://ClinicalTrials.gov/show/NCT01848288
63	NCT02138123	Intraocular Lens-shell Technique in Phacoemulsification	Completed	No Results Available	Cataract|Pseudoaphakia	Procedure: IOL-shell technique|Procedure: Conventional procedure	Sun Yat-sen University|National Natural Science Foundation of China	Both	Adult|Senior		80	Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Outcomes Assessor)	CCPMOH2010-China5	May 12, 2014	December 2011	June 2013	June 6, 2014	June 2014	No Study Results Posted	null	June 2013	Central corneal endothelial cell loss|central cornea thickness	https://ClinicalTrials.gov/show/NCT02138123
64	NCT01872611	Nepafenac Once Daily for Macular Edema - Study 2	Completed	No Results Available	Non-Proliferative Diabetic Retinopathy|Cataract	Drug: Nepafenac Ophthalmic Suspension, 0.3%|Other: Nepafenac Vehicle|Drug: Prednisolone acetate ophthalmic suspension	Alcon Research	Both	Adult|Senior	Phase 3	819	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	C-12-071|2013-001874-12	June 5, 2013	June 2013	May 2015	May 27, 2015	May 2015	No Study Results Posted	null	May 2015	Proportion of subjects with best-corrected visual acuity (BCVA) improvement of ≥ 15 letters from preoperative baseline to Day 14 and maintained through Day 90|Proportion of subjects who develop macular edema (defined as ≥ 30% increase from pre-operative baseline in central subfield macular thickness) within 90 days following cataract surgery|Proportion of subjects with BCVA improvement of ≥ 15 letters from preoperative baseline to Day 90|Proportion of subjects with BCVA improvement of ≥ 15 letters from preoperative baseline to Day 60	https://ClinicalTrials.gov/show/NCT01872611
65	NCT01853072	Nepafenac Once Daily for Macular Edema - Study 1	Completed	No Results Available	Non-Proliferative Diabetic Retinopathy|Cataract	Drug: Nepafenac Ophthalmic Suspension, 0.3%|Other: Nepafenac vehicle|Drug: Prednisolone acetate ophthalmic suspension	Alcon Research	Both	Adult|Senior	Phase 3	881	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	C-12-067	May 10, 2013	June 2013	May 2015	May 27, 2015	May 2015	No Study Results Posted	null	May 2015	Proportion of subjects with BCVA improvement of ≥ 15 letters from preoperative baseline to Day 14 and maintained through Day 90|Proportion of subjects who develop macular edema (defined as ≥ 30% increase from pre-operative baseline in central subfield macular thickness) within 90 days following cataract surgery|Proportion of subjects with BCVA improvement of ≥ 15 letters from preoperative baseline to Day 90|Proportion of subjects with BCVA improvement of ≥ 15 letters from preoperative baseline to Day 60	https://ClinicalTrials.gov/show/NCT01853072
66	NCT01887873	Safety of Hyaluronan Thiomer i.o. Implant During Combined Phacoemulsification - Non Penetrating Deep Sclerectomy	Recruiting	No Results Available	Open Angle Glaucoma|Cataract	Device: Hyaluronan Thiomer i.o. implant	Croma-Pharma GmbH	Both	Adult|Senior	Phase 1	16	Industry	Interventional	Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	OPHT150611	June 11, 2013	July 2012	null	July 29, 2014	June 2013	No Study Results Posted	null	October 2014	Safety|Efficacy	https://ClinicalTrials.gov/show/NCT01887873
67	NCT02131194	The Post-Vitrectomy Lenstatin™ Study	Active, not recruiting	No Results Available	Cataract, Nuclear Progressive	Dietary Supplement: Lenstatin|Drug: Placebo	Lenstatin LLC	Both	Adult|Senior		20	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Prevention|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	1-tunis	May 2, 2014	June 2014	November 2015	May 20, 2015	May 2015	No Study Results Posted	null	November 2015	Pentacam Nuclear Density Measurements	https://ClinicalTrials.gov/show/NCT02131194
68	NCT02028754	A Study of Sodium Carboxymethylcellulose for Post Cataract Surgery Dry Eye Symptoms	Completed	Has Results	Dry Eye Syndromes|Cataract	Drug: Sodium Carboxymethylcellulose|Drug: Levofloxacin|Drug: Prednisolone	Allergan	Both	Adult|Senior	Phase 4	180	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	CN-CMC-1101	January 6, 2014	July 2011	May 2013	March 19, 2014	March 2014	March 19, 2014	RLOTUS	May 2013	Tear Break-Up Time (TBUT) in the Study Eye|Fluorescein Staining Score in the Study Eye|Lissamine Green Staining Score in the Study Eye|Results of Schirmer I Test With Anesthetics in the Study Eye|Ocular Surface Disease Index (OSDI) Questionnaire Score in the Study Eye|Subjective Symptom Total Score in the Study Eye	https://ClinicalTrials.gov/show/NCT02028754
69	NCT02183831	Comparison of Clinical Outcomes After Cataract Surgery With and Without Capsular Tension Ring	Completed	No Results Available	Cataract	Device: Insertion of the capsular tension ring	Yonsei University	Both	Adult|Senior		52	Other	Observational	Observational Model: Case Control|Time Perspective: Retrospective	1-2014-0010	June 23, 2014	May 2014	June 2014	July 2, 2014	June 2014	No Study Results Posted	null	June 2014	Best corrected visual acuity|refractive error|Anterior chamber depth|Ocular aberrations|constrast sensitivity|posterior capsular opacity grades	https://ClinicalTrials.gov/show/NCT02183831
70	NCT02312362	High Frequency Deep Sclerotomy (HFDS) ab Interno a Combination Surgical Intervention Using Cataract Surgery to Lower IOP	Recruiting	No Results Available	Cataract|Glaucoma|POAG	Procedure: Combined sclerotomy ab interno and phaco|Procedure: Phacoemulsification with IOL implantation	Oertli Instrumente AG|University of Geneva, Switzerland	Both	Adult|Senior		108	Industry|Other	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	HFDS_PS_v9	December 5, 2014	November 2012	December 2016	December 5, 2014	December 2014	No Study Results Posted	HFDS_abinterno	June 2015	Intraocular pressure|visual acuity|decrease in anti glaucoma medications	https://ClinicalTrials.gov/show/NCT02312362
71	NCT02411487	Meibomian Gland Dysfunction (MGD) and Tear Cytokines After Cataract Surgery According to Preoperative Meibomian Gland Status	Recruiting	No Results Available	Cataract		Yonsei University	Both	Adult|Senior		55	Other	Observational	Observational Model: Case-Only|Time Perspective: Prospective	4-2014-1103	March 5, 2015	February 2015	August 2015	April 2, 2015	April 2015	No Study Results Posted	null	August 2015	inflammatory tear cytokine concentration|ocular surface staining|tear film break-up time,|conjunctival injection,|Schirmer's test I|ocular surface disease index	https://ClinicalTrials.gov/show/NCT02411487
72	NCT02502526	Comparison of Centurion® Vision System With Balanced Tip and the Infiniti® Vision System With the Mini Flared Kelman (MFK) Tip During Cataract Extraction Surgery of Hard Lenses	Recruiting	No Results Available	Cataracts	Device: Centurion® Vision System, 45° Balanced Tip|Device: Centurion® Vision System, 45° MFK Tip|Device: lnfiniti® Vision System, 45° MFK Tip|Device: INTREPID® Ultra infusion sleeve|Device: Ultra infusion sleeve	Alcon Research	Both	Adult|Senior		177	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	CTU424-P001	July 13, 2015	July 2015	April 2016	July 28, 2015	July 2015	No Study Results Posted	null	April 2016	Cumulative Dissipated Energy (CDE)|Balanced Salt Solution (BSS) Fluid Used	https://ClinicalTrials.gov/show/NCT02502526
73	NCT01991717	Victus Versus Conventional	Recruiting	No Results Available	Cataract	Device: Victus|Device: Conventional Phaco	Matthias Bolz|Technolas Perfect Vision GmbH|Augenabteilung Allgemeines Krankenhaus Linz	Both	Adult|Senior		50	Other|Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	13A06	November 18, 2013	December 2013	January 2015	January 20, 2014	January 2014	No Study Results Posted	null	January 2015	Effective Phaco Time|IOL overlap|IOL Centration	https://ClinicalTrials.gov/show/NCT01991717
74	NCT01872000	Binocular Vision in Monocular Pseudophakia	Recruiting	No Results Available	Cataract	Procedure: Cataract surgery	University of Oxford|Oxford University Hospitals NHS Trust	Both	Adult		40	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	BVMP2013	May 1, 2013	April 2013	December 2017	March 10, 2015	June 2013	No Study Results Posted	BVMP	April 2017	Extent of binocular vision at near working distance following IOL implantation.|Change in visual acuity and subjective visual comfort at distance, intermediate and near working distances following IOL implantation.	https://ClinicalTrials.gov/show/NCT01872000
75	NCT02396719	A Real-World Registry to Investigate the Performance of LenSx® Laser in Chinese Patients	Recruiting	No Results Available	Cataracts	Device: LenSx® Laser	Alcon Research	Both	Adult|Senior		1500	Industry	Observational	Time Perspective: Prospective	CTO130-P001	March 19, 2015	March 2015	April 2016	September 28, 2015	September 2015	No Study Results Posted	null	April 2016	Completion rate of a round anterior capsulotomy|Completion rate of lens fragmentation without additional segmentation after LenSx Laser procedure|Completion rate of intraocular lens (IOL) implantation|Completion rate of corneal incisions|Best-corrected distance visual acuity (BCDVA)|Percentage of patients with BCDVA of 20/20, 20/25, 20/40 or better at each visit	https://ClinicalTrials.gov/show/NCT02396719
76	NCT01971177	Addressing of Efficacy and Safety of Femtosecond-laser Assisted Versus Manual Lens Fragmentation Procedure	Completed	No Results Available	Cataract	Device: Femtosecond laser cataract surgery|Procedure: Manual cataract surgery	Technolas Perfect Vision GmbH	Both	Adult|Senior	Phase 4	136	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	1304	October 23, 2013	October 2013	February 2014	March 13, 2014	March 2014	No Study Results Posted	null	February 2014	Effective Phacoemulsification Time|Adverse Events	https://ClinicalTrials.gov/show/NCT01971177
77	NCT02260973	The Influence of PRN Omega-3 Nutritional Supplement on Visual Acuity	Recruiting	No Results Available	Cataract, Dry Eye Disease	Dietary Supplement: Omega-3 (Triglyceride form)	Physician Recommended Nutriceuticals	Both	Adult|Senior	Phase 2|Phase 3	150	Industry	Interventional	Allocation: Randomized|Intervention Model: Crossover Assignment|Primary Purpose: Supportive Care|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	PRN 20145	October 6, 2014	November 2014	null	June 5, 2015	June 2015	No Study Results Posted	null	April 2016	Visual Acuity	https://ClinicalTrials.gov/show/NCT02260973
78	NCT02158325	Capsulorhexis Size and Capsular Outcome	Completed	No Results Available	Congenital Cataract	Procedure: anterior capsulorhexis sizes	Sun Yat-sen University	Both	Child		38	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Subject)	CCPMOH2010-China6	June 4, 2014	March 2011	November 2012	June 6, 2014	June 2014	No Study Results Posted	null	November 2012	Mean area of anterior/posterior capsulorhexis opening|the ratio of opacity accounting for posterior capsulorhexis opening at different visits|The area change of anterior/posterior capsulorhexis opening	https://ClinicalTrials.gov/show/NCT02158325
