Rank	NCT Number	Title	Recruitment	Study Results	Conditions	Interventions	Sponsor/Collaborators	Gender	Age Groups	Phases	Enrollment	Funded Bys	Study Types	Study Designs	Other IDs	First Received	Start Date	Completion Date	Last Updated	Last Verified	Results First Received	Acronym	Primary Completion Date	Outcome Measures	URL
35	NCT02417116	Tear Osmolarity Clinical Utility in Dry Eye Disease	Recruiting	No Results Available	Dry Eye	Other: Tear supplement|Other: Tear supplement 2|Dietary Supplement: Omega 3 nutrition supplement|Device: Eye bag|Other: Saline	Aston University|TearLab Corporation	Both	Adult|Senior	Phase 4	120	Other|Industry	Interventional	Allocation: Non-Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	TP00128	April 10, 2015	June 2015	December 2015	June 30, 2015	June 2015	No Study Results Posted	null	December 2015	Osmolarity change|Tear break-up time change|Corneal staining change|Meibomian gland change|Tear Meniscus Height|SPEED Questionnaire change	https://ClinicalTrials.gov/show/NCT02417116
36	NCT01959854	Efficacy of Topical 0.2% Xanthan Gum in Patients With Dry Eye	Completed	No Results Available	Dry Eye	Device: carboxymethylcellulose|Device: xanthan gum	SIFI SpA	Both	Adult|Senior		30	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	XNTME2013	October 7, 2013	September 2013	October 2014	October 15, 2014	October 2014	No Study Results Posted	null	October 2014	Ocular surface disease index (OSDI)|Visual analogue rating scale (VARS)|Fluorescein staining	https://ClinicalTrials.gov/show/NCT01959854
37	NCT01850979	Treatment of Dry Eye Using 0.03% Tacrolimus Eye Drops	Completed	No Results Available	Sjogren Syndrome|Dry Eye Syndrome	Drug: Tacrolimus|Drug: Olive Oil	University of Sao Paulo General Hospital	Both	Adult	Phase 4	24	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Investigator, Outcomes Assessor)	1307/09	May 1, 2013	February 2010	November 2011	May 9, 2013	May 2013	No Study Results Posted	null	November 2011	Evaluation of the quantity of lacrimal film|Evaluation of quality of lacrimal film	https://ClinicalTrials.gov/show/NCT01850979
38	NCT02257957	Platelet -Rich Plasma (PRP) Injection for the Treatment of Severe Dry Eye	Not yet recruiting	No Results Available	Dry Eye|Sjogren Syndrome	Drug: PRP injection|Drug: Standard care Hyaluronic acid eye drops	Universidad Nacional de Colombia	Both	Adult|Senior	Phase 3	30	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Open Label	plasmadry10	September 24, 2014	November 2014	null	October 2, 2014	October 2014	No Study Results Posted	null	September 2015	Corneal Staining Change|Shirmer test Change|Ocular Surface Disease Index (OSDI ) Change|Treatment compliance	https://ClinicalTrials.gov/show/NCT02257957
39	NCT02511379	Clinical Evaluation of Systane® Balance in Dry Eye Subjects	Not yet recruiting	No Results Available	Dry Eye	Other: Propylene Glycol 0.6% eye drops	Alcon Research	Both	Adult		200	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	EXJ821-P001 (C-13-039)	July 28, 2015	October 2015	May 2016	August 25, 2015	August 2015	No Study Results Posted	null	May 2016	Change From Baseline in Corneal Staining Score at all study time points	https://ClinicalTrials.gov/show/NCT02511379
40	NCT02380248	Clinical Evaluation of Systane® Gel Drops in Dry Eye Subjects	Recruiting	No Results Available	Dry Eye	Other: Polyethylene Glycol, 0.4%, Propylene Glycol, 0.3% eye drops	Alcon Research	Both	Adult		200	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	EXI639-P001 (C-13-040)	March 2, 2015	May 2015	January 2016	September 25, 2015	September 2015	No Study Results Posted	null	January 2016	Change from baseline in corneal staining at all study time points	https://ClinicalTrials.gov/show/NCT02380248
41	NCT02405039	Study of EBI-005 in Dry Eye Disease (DED)	Active, not recruiting	No Results Available	Dry Eye	Drug: EBI-005|Drug: Placebo	Eleven Biotherapeutics	Both	Adult|Senior	Phase 3	188	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Masking: Double Blind (Subject, Caregiver, Investigator)	EBI-005-4	January 6, 2015	April 2015	July 2016	June 2, 2015	June 2015	No Study Results Posted	EBI-005	June 2016	Safety of EBI-005 (vital signs)|tolerability of EBI-005 (adverse events)|Immunogenicity of EBI-005 (assessment of antibody development (immunogenicity) over time)|Safety of EBI-005 (laboratory changes over time)|Biological effect of EBI-005 (Changes over time in the OSDI)|Biological effect of EBI-005 (Total corneal fluorescein staining)	https://ClinicalTrials.gov/show/NCT02405039
42	NCT02252744	Prevalence of Dry Eye Disease in Patients Diagnosed With Rheumatoid Arthritis	Completed	No Results Available	Dry Eye Syndromes|Rheumatoid Arthritis		Western University of Health Sciences|Allergan	Both	Adult|Senior		286	Other|Industry	Observational	Observational Model: Case-Only|Time Perspective: Prospective	WesternU-12irb027	September 18, 2014	November 2012	December 2014	May 28, 2015	May 2015	No Study Results Posted	null	June 2014	Percentage of patients diagnosed with rheumatoid arthritis with dry eye disease|Relationship between rheumatoid arthritis severity and dry eye disease severity|Relationship between rheumatoid arthritis severity and dry eye disease symptoms	https://ClinicalTrials.gov/show/NCT02252744
43	NCT02102464	Treatment of Meibomian Gland Dysfunction and Dry Eye in Contact Lens Wearers	Active, not recruiting	No Results Available	Meibomian Gland Dysfunction|Dry Eye	Device: LipiFlow treatment	TearScience, Inc.	Both	Adult|Senior		55	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Crossover Assignment|Primary Purpose: Treatment|Masking: Open Label	LF006	March 30, 2014	April 2014	September 2015	February 4, 2015	February 2015	No Study Results Posted	null	August 2015	Mean change in Meibomian Gland Score from Baseline|Mean change in Dry Eye Questionnaire Score from Baseline	https://ClinicalTrials.gov/show/NCT02102464
44	NCT02219204	Randomised Research Comparing Acupuncture, Herbal Treatment and Artificial Tear Eye Drops in Dry Eye	Recruiting	No Results Available	Dry Eye	Procedure: Acupuncture|Other: Herbal treatment	Singapore National Eye Centre	Both	Adult|Senior		150	Other	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	R1142/44/2014|2014/398/A	August 14, 2014	March 2015	January 2016	May 18, 2015	June 2014	No Study Results Posted	null	January 2016	Change in discomfort SANDE score|Change in Tear Evaporimetry|Change in SPEED score|Change in TCM score (Lung-Kidney Yin deficiency)|Change in Non Invasive Break Up Time|Change in Schirmers I|Change in Corneal fluorescein staining|Change in Tear osmolarity|Change in Tear meniscus height|Change in Tear protein/ cytokine levels	https://ClinicalTrials.gov/show/NCT02219204
45	NCT01791426	A Study to Evaluate the Performance and Safety of Artelac Rebalance® Versus Vismed in the Management of Dry Eye	Withdrawn	No Results Available	Dry Eye	Device: Artelac Rebalance|Device: Vismed	Bausch & Lomb Incorporated	Both	Adult|Senior		0	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety Study|Intervention Model: Parallel Assignment|Masking: Single Blind (Investigator)	810	February 4, 2013	May 2013	October 2013	October 10, 2013	October 2013	No Study Results Posted	null	October 2013	Combined Ocular Surface Staining Score|Corneal Fluorescein Staining Score|Nasal Conjunctival Lissamine Green Staining|Temporal Conjunctival Lissamine Green Staining|Tear Film Break-up Time|Study Drop Sensation	https://ClinicalTrials.gov/show/NCT01791426
46	NCT02235259	Efficacy and Safety of XG-104 for the Treatment of Dry Eye	Completed	No Results Available	Dry Eye	Drug: XG-104|Drug: Placebo	Xigen SA	Both	Adult|Senior	Phase 2	260	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	SDD-1004-059	September 5, 2014	September 2014	February 2015	February 19, 2015	February 2015	No Study Results Posted	null	February 2015	Corneal Fluorescein Staining: in the inferior region change from Pre-CAESM to Post- CAESM, as measured by the Ora CalibraTM Scale|Worst Dry Eye Symptom|Fluorescein Staining using Ora Calibra™ Scale and NEI Scale (all régions) Pre- and Post-CAESM|Lissamine Green Staining using Ora Calibra™ Scale and NEI Scale (all regions) (Pre- and Post-CAESM and change from Pre- to Post-CAESM|Tear Film Break-up Time (Pre- and Post-CAESM)|Conjunctival Redness using Ora Calibra™ Scale (Pre- and Post-CAESM)|Lid Margin Redness using Ora Calibra scale (Pre- and Post-CAESM)|Tear Osmolarity (Post-CAESM)|Blink Rate (Pre-CAESM ) using Ora Calibra™ Methodology|Ocular Protection Index (OPI 2.0) (Pre-CAESM ) using Ora Calibra™ Methodology|Unanesthetized Schirmer's Test (Pre-CAESM)|Drop Comfort and Symptom Assessment using Ora Calibra™ Scales|Ocular Surface Disease Index (OSDI) (Pre-CAESM)|Ocular Discomfort using Ora Calibra™ Scale (Pre and Post-CAESM)|Ocular Discomfort using Ora Calibra™ Discomfort and 4-Symptom Questionnaire (Pre and Post-CAESM)|Ocular Discomfort using Ora Calibra™ Scale (during CAESM exposure)|Daily diary	https://ClinicalTrials.gov/show/NCT02235259
47	NCT02160327	The Role of Cytokines and Mast Cell in the Pathogenesis of SLK, Conjunctivochalasis, and Dry Eye	Active, not recruiting	No Results Available	Superior Limbic Keratoconjunctivitis|Conjunctivochalasis|Dry Eye		National Taiwan University Hospital	Both	Adult|Senior		105	Other	Observational	Time Perspective: Prospective	201312127RINB	May 27, 2014	March 2014	December 2017	June 23, 2014	June 2014	No Study Results Posted	null	December 2017	Tear cytokines change measured by ELISA	https://ClinicalTrials.gov/show/NCT02160327
48	NCT02468700	Feasibility Study Evaluating Safety and Efficacy of OTX-DP (Sustained Release Dexamethasone, 0.4mg) for Treatment of Dry Eye	Active, not recruiting	No Results Available	Dry Eye	Drug: Sustained release dexamethasone, 0.4mg|Device: Placebo punctum plug, no drug	Ocular Therapeutix, Inc.	Both	Adult|Senior	Phase 2	43	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	OTX-14-006	June 4, 2015	December 2014	December 2015	June 8, 2015	June 2015	No Study Results Posted	null	December 2015	Corneal Fluorescein Staining and Conjunctival Lissamine Green Staining using the NEI Scale|SPEED Dry Eye Questionnaire|Tear Film Break Up Time (TBUT)|Presence of the punctum plug at all study visit time points through Day 30|Pain on the VAS scale	https://ClinicalTrials.gov/show/NCT02468700
49	NCT02369861	Study of ACCS Eye Drops in Treating Dry Eye	Recruiting	No Results Available	Dry Eye Syndrome	Drug: ACCS|Drug: Refresh Lubricant Eye Drops	David L Steed MD|U.S. Navy Bureau of Medicine|Stemnion, Inc.	Both	Adult|Senior	Phase 1	30	Industry|Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	ST-05-14	January 14, 2015	March 2015	December 2015	March 25, 2015	February 2015	No Study Results Posted	null	October 2015	Corneal staining with fluorescein|Lissamine staining|Endothelial cell count|Intraocular pressure|Tear volume|Assessment of structure and function of the eye|Assessment of Ocular Surface Disease Index (OSDI)	https://ClinicalTrials.gov/show/NCT02369861
50	NCT02446015	Clinical Evaluation Following Use of SYSTANE® ULTRA in the Management of Dry Eye	Recruiting	No Results Available	Dry Eye Syndrome	Drug: SYSTANE® ULTRA Lubricant Eye Drops	Alcon Research	Both	Adult|Senior		110	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	EXC120-P001	May 13, 2015	June 2015	May 2016	June 23, 2015	June 2015	No Study Results Posted	null	May 2016	Change from Baseline in Total Ocular Surface Staining (TOSS) score at Day 28|Change from Baseline in Impact of Dry Eye on Everyday Life Symptom-Bother (IDEEL SB) score at Day 28|Change from Baseline in Impact of Dry Eye on Everyday Life Treatment Satisfaction (IDEEL TS) scores (treatment effectiveness and treatment-related inconvenience) at Day 28	https://ClinicalTrials.gov/show/NCT02446015
51	NCT02260960	The Influence of PRN Dry Eye Omega-3 Nutritional Regimen on Tear Osmolarity In Cases Of Dry Eye Disease	Completed	No Results Available	Dry Eye Disease	Dietary Supplement: Omega-3 (Triglyceride form)	Physician Recommended Nutriceuticals	Both	Adult|Senior	Phase 2|Phase 3	122	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Supportive Care|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	PRN 20142	October 6, 2014	March 2014	March 2015	June 5, 2015	June 2015	No Study Results Posted	null	March 2015	Tear Osmolarity	https://ClinicalTrials.gov/show/NCT02260960
52	NCT01917539	Efficacy of Pulsed Light Therapy for Meibomian Gland Dysfunction and Dry Eye Syndrome	Withdrawn	No Results Available	Meibomian Gland Dysfunction|Dry Eye Syndrome	Device: Sham Treatment|Device: Pulsed Light Therapy	University of Miami	Both	Adult|Senior		0	Other	Interventional	Allocation: Randomized|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator)	20120140	July 19, 2013	June 2013	May 2015	June 17, 2015	June 2015	No Study Results Posted	null	May 2015	Anatomical improvement of the meibomian glands and their secretions.	https://ClinicalTrials.gov/show/NCT01917539
53	NCT02492412	Efficacy and Safety of HE10 for Dry Eye Syndrome	Completed	No Results Available	Dry Eye Syndrome	Drug: HE 10|Drug: Restasis	Huons Co.,Ltd.	Both	Adult|Senior	Phase 3	101	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	Huons	June 25, 2015	May 2013	September 2014	July 5, 2015	July 2015	No Study Results Posted	null	July 2014	Corneal staining Test to assess eye dryness	https://ClinicalTrials.gov/show/NCT02492412
54	NCT02023268	Efficacy and Safety of T2762 and Vismed® in Dry Eye Syndrome	Recruiting	No Results Available	Dry Eye Syndrome	Device: T2762|Device: Vismed®	Laboratoires Thea	Both	Adult|Senior	Phase 3	76	Industry	Interventional	Allocation: Randomized|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	LT2762-PIII-08/13|2013-A01292-43	December 23, 2013	December 2013	null	March 13, 2014	March 2014	No Study Results Posted	null	December 2014	Global ocular staining	https://ClinicalTrials.gov/show/NCT02023268
55	NCT02014922	A Study to Determine the Relief of Dry Eye Symptoms With the Use of TheraTears® Products (DUNLIN)	Completed	No Results Available	Dry Eye Syndromes	Drug: TheraTears® Lubricant Eye Drop|Drug: TheraTears® preservative-free single-use containers|Dietary Supplement: TheraTears® Nutrition|Other: TheraTears® TheraLid® Eyelid Cleanser	University of Waterloo|Advanced Vision Research	Both	Adult	Phase 4	33	Other|Industry	Interventional	Allocation: Randomized|Endpoint Classification: Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Single Blind (Investigator)	P/439/13/AVR	December 12, 2013	December 2013	November 2014	March 9, 2015	March 2015	No Study Results Posted	DUNLIN	November 2014	Change over time of OSDI score|Change over time of Visual analogue scores|Change over time of Tear osmolarity|Change over time of Tear film breakup time|Change over time of Corneal staining|Change over time of Lid wiper epitheliopathy|Change over time of Meibomian gland expressibility|Change over time of Meibum quality|Change over time of Tear film lipid layer thickness|Change over time of Tear meniscus height|Change over time of Schirmer's I scores	https://ClinicalTrials.gov/show/NCT02014922
56	NCT01864330	Influence of Lachrymal Substitutes on Tear Film Thickness in Patients With Moderate Dry Eye Syndrome	Completed	No Results Available	Dry Eye Syndrome	Device: Thealoz Duo®|Device: Hyabak®|Device: Hydrabak®	Medical University of Vienna	Both	Adult|Senior	Phase 4	60	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	OPHT-28102012	May 3, 2013	May 2013	September 2013	November 26, 2013	November 2013	No Study Results Posted	null	August 2013	Tear film thickness|Tear Break Up Time|Subjective evaluation of ocular comfort|Schirmer I test|Visual Acuity|Intraocular Pressure	https://ClinicalTrials.gov/show/NCT01864330
57	NCT02326090	Phase 2 Study With Cis-UCA Ophthalmic Solutions in Subjects With Dry Eye	Completed	No Results Available	Dry Eye Syndrome	Drug: cis-UCA ophthalmic solution 1.0%|Drug: cis-UCA ophthalmic solution 2.5%|Drug: Placebo ophthalmic solution	Herantis Pharma Plc.|ORA, Inc.	Both	Adult|Senior	Phase 2	161	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	CL12002 / 14-110-0005	December 22, 2014	December 2014	April 2015	September 7, 2015	September 2015	No Study Results Posted	null	April 2015	Corneal Fluorescein Staining|Symptom Score	https://ClinicalTrials.gov/show/NCT02326090
58	NCT02533154	Effect of Benzalkonium Chloride Containing Eye Drops on the Conjunctival Bacterial Flora of Dry Eye Patients	Not yet recruiting	No Results Available	Dry Eye Syndromes	Drug: Prosicca|Drug: Prosicca sine|Other: Bacterial culture	Medical University of Vienna	Both	Adult|Senior	Phase 4	40	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Basic Science|Masking: Double Blind (Subject, Investigator)	OPHT-280515	August 24, 2015	December 2015	null	August 24, 2015	August 2015	No Study Results Posted	null	March 2017	Number of colony forming units (CFU) in bacterial culture of conjunctival swab|Tear Break Up Time (BUT)|Schirmer I test|OSDI© score|Instillation frequency	https://ClinicalTrials.gov/show/NCT02533154
59	NCT01826812	Functional Impairment of Reading Ability in Dry Eye Patients and Effects of Sustained Reading on the Ocular Surface	Recruiting	No Results Available	Dry Eye Syndromes	Other: 30 minutes sustained reading|Other: Dry eye exam	Johns Hopkins University|Allergan	Both	Adult|Senior		200	Other|Industry	Observational	Observational Model: Case Control|Time Perspective: Prospective	NA_00082755	April 4, 2013	April 2013	June 2016	March 31, 2015	March 2015	No Study Results Posted	null	April 2016	Reading Speed|Ocular Surface Score|Tear Osmolarity|Visual Acuity|Cytokines	https://ClinicalTrials.gov/show/NCT01826812
60	NCT01998802	Phase 3 Study of EBI-005 in Dry Eye Disease	Completed	No Results Available	Dry Eye Disease (DED)	Drug: Active Comparator EBI-005|Drug: Placebo Comparator	Eleven Biotherapeutics	Both	Adult|Senior	Phase 3	670	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator)	EBI-005-3	November 25, 2013	January 2014	April 2015	June 10, 2015	June 2015	No Study Results Posted	EBI-005	March 2015	NEI score for Total Corneal Fluorescein Staining (TCFS)|The key secondary endpoint is total OSDI score	https://ClinicalTrials.gov/show/NCT01998802
61	NCT02205840	A Clinical Study Evaluating the Safety and Efficacy of SI-614 Ophthalmic Solution in Patients With Dry Eye.	Completed	No Results Available	Dry Eye Syndromes	Drug: SI-614|Drug: Vehicle	Seikagaku Corporation	Both	Adult|Senior	Phase 2|Phase 3	240	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	614/1131	July 30, 2014	July 2014	null	January 19, 2015	January 2015	No Study Results Posted	null	November 2014	Corneal staining score|Symptom score	https://ClinicalTrials.gov/show/NCT02205840
62	NCT02106377	Using in Vivo Confocal Microscopy to Assess Cellular Response and Efficacy of Steroid Treatment in Dry Eye Disease	Recruiting	No Results Available	Dry Eye Syndrome	Drug: loteprednol etabonate (Lotemax)|Drug: Soothe Tired Eyes Lubricant Eye Drop	Massachusetts Eye and Ear Infirmary	Both	Adult|Senior		50	Other	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	537897	April 3, 2014	February 2014	October 2015	April 7, 2014	April 2014	No Study Results Posted	null	July 2015	To evaluate the efficacy of Lotemax as compared to Soothe Tired Eyes Lubricant Eye Drop , using clinical and in vivo confocal microscopic findings.	https://ClinicalTrials.gov/show/NCT02106377
63	NCT02284516	A Study to Evaluate Efficacy and Safety of Lifitegrast in Subjects With Dry Eye	Active, not recruiting	No Results Available	Dry Eye Disease	Drug: Lifitegrast|Drug: Placebo	Shire	Both	Adult|Senior	Phase 3	700	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator)	SHP606-304	October 30, 2014	November 2014	October 2015	October 6, 2015	July 2015	No Study Results Posted	OPUS-3	October 2015	Patient-Reported Eye Dryness Score|Patient-Reported Eye Discomfort Score|Patient-Reported Symptom Scores|Adverse Events	https://ClinicalTrials.gov/show/NCT02284516
64	NCT02461719	Efficacy and Safety Study of TJCS for Treatment of Moderate to Severe Dry Eye Syndromes	Completed	No Results Available	Dry Eye Syndromes	Drug: CYPORIN N EYE DROPS 0.05%(TJCS eye drop)|Drug: Restasis	Taejoon Pharm Co., Ltd.	Both	Adult|Senior	Phase 3	158	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator)	TJCS_P3	June 1, 2015	January 2014	October 2014	June 2, 2015	May 2015	No Study Results Posted	null	September 2014	Corneal staining test|Conjunctival staining|Corneal and Conjunctival staining sum Score|Ocular surface disease index (OSDI)|Tear break up time (TBUT)|Non-anesthetic Schirmer test|Frequency of concurrent drug use	https://ClinicalTrials.gov/show/NCT02461719
65	NCT02092207	Phase 2 Study to Evaluation the Safety and Efficacy of Orally Administered KL7016 in Patients With Dry Eye Syndrome	Completed	No Results Available	Dry Eye Syndrome	Drug: KL7016 900mg|Drug: KL7016 600mg|Drug: Placebo	KT&G Life Sciences Corp	Both	Adult|Senior	Phase 2	147	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator)	KL7016_201	March 17, 2014	October 2012	July 2014	August 8, 2014	August 2014	No Study Results Posted	null	June 2014	Change in corneal staining score|Change in schirmer test score|Change in OSDI(Ocular Surface Disease Index)|Change in TFBUT(Tear Film Break-up Time)|Change in conjunctival staining score	https://ClinicalTrials.gov/show/NCT02092207
66	NCT01960010	A Safety and Efficacy Study of MIM-D3 Ophthalmic Solution for the Treatment of Dry Eye	Completed	No Results Available	Dry Eye Syndromes	Drug: MIM-D3 Ophthalmic Solution|Drug: Vehicle	Mimetogen Pharmaceuticals USA, Inc.	Both	Adult|Senior	Phase 3	403	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	MIM-725	October 4, 2013	October 2013	August 2014	August 25, 2014	May 2014	No Study Results Posted	null	August 2014	Corneal Fluorescein Staining|Ocular Dryness|Total Ocular Fluorescein Staining|Ocular Discomfort	https://ClinicalTrials.gov/show/NCT01960010
67	NCT02254265	Phase 2/3 Dose-Ranging Study of the Safety and Efficacy of OTX-101 in the Treatment of Keratoconjunctivitis Sicca	Active, not recruiting	No Results Available	Keratoconjunctivitis Sicca|Dry Eye Disease	Drug: OTX-101 0.05%|Drug: OTX-101 0.09%|Drug: Vehicle	Ocular Technologies SARL	Both	Adult|Senior	Phase 2|Phase 3	420	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Caregiver, Investigator, Outcomes Assessor)	OTX-101-2014-001	September 29, 2014	September 2014	June 2015	April 21, 2015	April 2015	No Study Results Posted	null	May 2015	Conjunctival staining|Global symptom score|Tear film break up time (TBUT)|Clearing of corneal staining|Reduction in conjunctival staining|Change from baseline|Schirmers Test|Safety and tolerability	https://ClinicalTrials.gov/show/NCT02254265
68	NCT02121301	A Clinical Study to Assess the Safety and Efficacy of an Ophthalmic Solution (SkQ1) in the Treatment of Dry Eye Syndrome	Completed	No Results Available	Keratoconjunctivitis Sicca	Drug: SkQ1|Drug: Placebo SkQ1 (Vehicle)	Mitotech, SA|ORA, Inc.	Both	Adult|Senior	Phase 2	90	Industry	Interventional	Allocation: Randomized|Endpoint Classification: Safety/Efficacy Study|Intervention Model: Parallel Assignment|Primary Purpose: Treatment|Masking: Double Blind (Subject, Investigator, Outcomes Assessor)	13-110-0006	April 17, 2014	April 2014	null	July 21, 2014	July 2014	No Study Results Posted	null	May 2014	Fluorescein Staining|Worst Dry Eye Symptom	https://ClinicalTrials.gov/show/NCT02121301
69	NCT02139033	A Phase 4 Study Investigating the Efficacy of Retaine™ in Managing Signs and Symptoms Associated With Dry Eye Syndrome	Completed	No Results Available	Keratoconjunctivitis Sicca	Drug: Retaine™	Ocusoft, Inc.|ORA, Inc.	Both	Adult|Senior	Phase 4	42	Industry	Interventional	Endpoint Classification: Efficacy Study|Intervention Model: Single Group Assignment|Primary Purpose: Treatment|Masking: Open Label	13-110-0008	May 6, 2014	May 2014	May 2014	June 10, 2014	June 2014	No Study Results Posted	null	May 2014	Tear Film Break-Up Time|Ocular surface damage as measured by fluorescein staining	https://ClinicalTrials.gov/show/NCT02139033
70	NCT01942226	Investigation on Medical Management of Dry Eye Patients	Completed	No Results Available	Dry Eye Syndrome		National Cheng Kung University|National Taiwan University Hospital|Sun-Huei Tseng Eye Institute|Institute of Clinical Pharmacy and Pharmaceutical Sciences, National Cheng Kung University, Tainan, Taiwan|Allergan Pharmaceuticals, Taipei, Taiwan	Both	Adult|Senior		466	Other	Observational	Observational Model: Cohort|Time Perspective: Cross-Sectional	MODE	September 10, 2013	August 2013	December 2013	December 6, 2013	December 2013	No Study Results Posted	null	November 2013	Artificial tears utilization patterns|Changes of dry eye symptoms, evaluated by clinicians|Changes of dry eye symptoms, evaluated by patients	https://ClinicalTrials.gov/show/NCT01942226
71	NCT01890941	A Late Phase II Study of KCT-0809 in Patients With Dry Eye Syndromes	Completed	No Results Available	Dry Eye Syndromes	Drug: KCT-0809 ophthalmic solution|Drug: Placebo	Kissei Pharmaceutical Co., Ltd.	Both	Adult|Senior	Phase 2	null	Industry	Interventional	Endpoint Classification: Safety/Efficacy Study	KCT1205	June 27, 2013	null	null	October 16, 2015	October 2015	No Study Results Posted	null	March 2014	Score of the Corneal conjunctival staining|Incidences of Adverse Events	https://ClinicalTrials.gov/show/NCT01890941
